title,link
"Eggs finally below Tk12 apiece; sugar, rice prices still rising",https://www.tbsnews.net/economy/bazaar/sugar-prices-increase-tk10-kg-week-736754
Sugar price to go down by Tk5 soon: Commerce minister,https://www.tbsnews.net/economy/bazaar/sugar-price-go-down-tk5-soon-commerce-minister-601886
Autocracy in food market due to lack of regulation: Moazzem,https://www.tbsnews.net/economy/autocracy-food-market-due-lack-regulation-moazzem-1058506
"Reduce import duties on edible oil, sugar, dates, rice: PM to Cabinet",https://www.tbsnews.net/economy/bazaar/reduce-import-duties-edible-oil-sugar-dates-rice-pm-cabinet-783466
None will be spared for illegally storing paddy beyond capacity: Food minister to corporate groups,https://www.tbsnews.net/economy/bazaar/none-will-be-spared-illegally-storing-paddy-beyond-capacity-food-minister-corporate
No scope to reduce sugar price: Commerce minister,https://www.tbsnews.net/economy/bazaar/no-possibility-sugar-price-falling-commerce-minister-748646
"Pulses price skyrockets, traders point to dollar crisis impact",https://www.tbsnews.net/economy/bazaar/pulses-price-skyrockets-traders-point-dollar-crisis-impact-778006
"Increase monitoring against price hikes, extortion: PM to secretaries",https://www.tbsnews.net/economy/bazaar/pm-instructs-maintaining-law-and-order-control-commodity-prices-cabinet-secretary
Businesses promise not to increase prices of Ramadan goods ,https://www.tbsnews.net/economy/bazaar/will-recommend-imports-if-beef-chicken-prices-remain-volatile-fbcci-604370
56% fish farms miss out on income for lack of aqua-agri combination: Study,https://www.tbsnews.net/economy/bazaar/56-fish-farms-miss-out-income-lack-aqua-agri-combination-study-698270
Bangladesh-Myanmar cross-border trade halts as conflict escalates in Rakhine,https://www.tbsnews.net/economy/bangladesh-myanmar-cross-border-trade-halts-conflict-escalates-rakhine-789194
Tk10 soybean oil price cut not seen on store shelf,https://www.tbsnews.net/economy/bazaar/tk10-soybean-oil-price-cut-not-seen-store-shelf-665486
Edible oil price heats up despite significant global drop,https://www.tbsnews.net/economy/bazaar/edible-oil-price-heats-despite-significant-global-drop-601338
"Rice, flour, mung dal prices spike, vegetables see a drop",https://www.tbsnews.net/economy/bazaar/rice-flour-mung-dal-prices-spike-vegetables-see-drop-741330
"Beef price down; sugar, lentils up",https://www.tbsnews.net/economy/bazaar/beef-price-down-sugar-lentils-745650
"Vegetable prices soar, rarely found below Tk100",https://www.tbsnews.net/economy/bazaar/vegetable-prices-soar-rarely-found-below-tk100-716774
"Drop in duty, int’l rate fails to sweeten sugar prices",https://www.tbsnews.net/economy/bazaar/drop-duty-intl-rate-fails-sweeten-sugar-prices-766070
"Indian green chilli import starts, prices expected to drop soon",https://www.tbsnews.net/economy/bazaar/six-trucks-indian-chillies-arrive-bhomra-port-amid-surging-prices-658786
Mainimukh Bazar: Thriving hub of Rangamati’s agro economy,https://www.tbsnews.net/economy/bazaar/mainimukh-bazar-thriving-hub-rangamatis-agro-economy-790234
Green chilli prices shoot up to Tk280/kg within a week in Ctg,https://www.tbsnews.net/economy/bazaar/green-chilli-prices-shoot-tk280kg-within-week-ctg-710882
Refined sugar prices rise by Tk5 per kg,https://www.tbsnews.net/economy/bazaar/sugar-prices-rises-further-574362
Onion prices stay high as importers do not seek alternative markets,https://www.tbsnews.net/economy/bazaar/onion-prices-stay-high-importers-do-not-seek-alternative-markets-763346
"Imported eggs may arrive in a week, to ease price hikes",https://www.tbsnews.net/bangladesh/eggs-india-expected-enter-country-next-week-say-importers-704070
"Food ministry allows private import of 83,000 tonnes of rice",https://www.tbsnews.net/economy/bazaar/food-ministry-allows-private-import-83000-tonnes-rice-812626
"Flour, wheat flour still dearer despite global wheat price plunge",https://www.tbsnews.net/economy/bazaar/flour-wheat-flour-still-dearer-despite-global-wheat-price-plunge-705418
Commerce ministry to set retail and wholesale prices of 17 commodities,https://www.tbsnews.net/economy/bazaar/commerce-ministry-set-retail-and-wholesale-prices-17-commodities-796302
Local onion prices jump to Tk100 per kg,https://www.tbsnews.net/economy/bazaar/local-onion-prices-jump-tk100-kg-685946
Govt hikes soyabean oil price by Tk8 per litre,https://www.tbsnews.net/economy/bazaar/govt-hikes-soyabean-oil-price-tk8-litre-1014156
No shortage of soybean oil: Tariff Commission,https://www.tbsnews.net/economy/bazaar/no-shortage-soybean-oil-tariff-commission-1065111
"Govt allows credit imports for edible oil, onion, sugar ahead of Ramadan",https://www.tbsnews.net/economy/bazaar/govt-allows-credit-imports-edible-oil-onion-sugar-ahead-ramadan-773538
377 tonnes of onions arrive from Myanmar through Teknaf ,https://www.tbsnews.net/economy/bazaar/377-tonnes-onions-arrive-myanmar-through-teknaf-969101
Vegetable prices fall in Dhaka markets as early winter supply increases,https://www.tbsnews.net/bangladesh/vegetable-prices-fall-tk20-early-winter-yields-start-arriving-975731
"Soybean sees Tk10 drop per litre as ginger, sugar, wheat in short supply",https://www.tbsnews.net/economy/bazaar/soybean-oil-price-drops-tk10-litre-647610
Rice price sees sudden jump in Ramadan,https://www.tbsnews.net/economy/bazaar/rice-price-sees-sudden-jump-ramadan-813516
"TCB to procure 1.10 crore litres of soybean oil, 10,000 MT lentil for OMS",https://www.tbsnews.net/economy/tcb-procure-110-crore-litres-soybean-oil-10000-mt-lentil-oms-800930
City malls see Eid shopping frenzy on Friday,https://www.tbsnews.net/economy/bazaar/city-malls-see-eid-shopping-frenzy-friday-813601
"Govt reduces duty, VAT on four essentials, including rice, edible oil",https://www.tbsnews.net/markets/govt-reduces-duty-and-vat-four-essentials-including-rice-and-edible-oil-789382
"34,000 tonnes of potatoes to be imported from India, in move to lower price",https://www.tbsnews.net/economy/bazaar/34000-tonnes-potatoes-be-imported-india-move-lower-price-786038
"Poultry Association’s fair price initiative for eggs, chicken to start 12 Jan at 20 Dhaka locations",https://www.tbsnews.net/economy/bazaar/poultry-association-sell-eggs-chicken-fair-prices-12-jan-1034621
"Truck fare rises Tk0.25 per egg, retail price shoots by Tk3  ",https://www.tbsnews.net/economy/bazaar/truck-fare-rises-tk025-egg-retail-price-shoots-tk3-480898
"Cold storage owners to blame for price spiral of potatoes, onions: Agriculture minister",https://www.tbsnews.net/economy/bazaar/govt-failed-control-onion-potato-prices-agri-minister-714718
"Meat, egg, milk prices will remain normal during Ramadan: Livestock minister",https://www.tbsnews.net/economy/bazaar/meat-egg-milk-prices-will-remain-normal-during-ramadan-livestock-minister-793562
No new import permit for onion through Hili land port after 15 March,https://www.tbsnews.net/economy/bazaar/no-new-import-permit-onion-through-hili-land-port-after-15-march-599434
"'Wrong' govt data, unending LC crisis hurting commodity market: Businesses",https://www.tbsnews.net/economy/bazaar/wrong-govt-data-unending-lc-crisis-hurting-commodities-market-businesses-759862
Govt withdraws decision to hike sugar price considering 'public suffering',https://www.tbsnews.net/economy/bazaar/govt-withdraws-decision-hike-sugar-price-considering-public-suffering-797594
Onion hoarders will be identified and punished: Consumers Rights DG,https://www.tbsnews.net/economy/bazaar/onion-hoarders-will-be-identified-and-punished-consumers-rights-dg-755670
"Sitrang: Khatunganj traders fear Tk50cr losses as water entered shops, warehouses",https://www.tbsnews.net/bangladesh/sitrang-khatunganj-traders-fear-tk50cr-losses-water-entered-shops-warehouses-519726
Sugar prices soar despite import duty cut,https://www.tbsnews.net/economy/bazaar/sugar-prices-soar-despite-import-duty-cut-739742
Is Tk42 per kg import tariff keeping sugar prices soaring?,https://www.tbsnews.net/economy/bazaar/tk42-tariff-sugar-import-keeping-its-prices-soaring-802354
"Low-priced milk, eggs, meat attract middle earners too",https://www.tbsnews.net/economy/bazaar/meat-prices-out-low-income-peoples-reach-even-subsidised-rates-604882
Market manipulation: Holding companies accountable may not be easy,https://www.tbsnews.net/economy/bazaar/market-manipulation-holding-companies-accountable-may-not-be-easy-550006
"Cattle markets yet to gain momentum, traders fear price fall",https://www.tbsnews.net/economy/bazaar/cattle-markets-yet-gain-momentum-traders-fear-price-fall-655186
Govt nods to green chilli import to tame price hike,https://www.tbsnews.net/economy/bazaar/govt-allows-import-green-chilli-curb-steep-price-hike-656122
"Ramadan drop in egg demand brings relief to consumers, but hardship for farmers",https://www.tbsnews.net/economy/bazaar/ramadan-drop-egg-demand-brings-relief-consumers-hardship-farmers-1102896
Ginger price up 50% in 2 days as traders cut import,https://www.tbsnews.net/economy/bazaar/ginger-price-50-2-days-traders-cut-import-507410
Retail vegetable prices way higher than wholesale rates,https://www.tbsnews.net/economy/bazaar/onion-price-increases-again-being-sold-tk80-kg-today-634438
AL front organisations begin vegetable sales at 'fair prices',https://www.tbsnews.net/economy/bazaar/al-front-organisations-start-selling-vegetables-fair-prices-sourcing-directly-farmers
Soybean oil prices to drop by Tk10 per litre before Ramadan,https://www.tbsnews.net/economy/bazaar/soybean-oil-prices-drop-tk10-litre-796006
TCB to start sugar sales at Tk55 today,https://www.tbsnews.net/economy/bazaar/tcb-start-sugar-sales-tk55-today-518970
Rice soars by Tk6-Tk8 per kg in two months despite duty cut,https://www.tbsnews.net/economy/bazaar/rice-soars-tk6-tk8-kg-two-months-despite-duty-cut-505354
Uneven wholesale-retail price gap for vegetables sparks concerns in Jashore,https://www.tbsnews.net/node/1039786
Prices of all types of meat and chicken up while vegetables remain stable on Friday,https://www.tbsnews.net/economy/bazaar/prices-all-types-meat-and-chicken-while-vegetables-remain-stable-friday-818426
"Edible oil prices hiked quietly, flour also gets costlier",https://www.tbsnews.net/bangladesh/edible-oil-prices-hiked-quietly-flour-also-gets-costlier-775730
Hilsa export to India: Bangladesh earned $1.36cr this year so far,https://www.tbsnews.net/economy/bazaar/hilsa-export-india-bangladesh-earned-136cr-year-so-far-509298
"4 ministers, other govt officials to meet Sunday to tackle rising commodity prices",https://www.tbsnews.net/economy/bazaar/4-ministers-other-govt-officials-meet-sunday-tackle-rising-commodity-prices-777454
"Second rice shipment from India to arrive 10 Jan, first Myanmar shipment expected 14 Jan",https://www.tbsnews.net/markets/second-rice-shipment-india-arrive-10-jan-first-myanmar-shipment-expected-14-jan-1035756
Demand for feed set to rise in Bangladesh pushing up soybean imports: USDA report,https://www.tbsnews.net/node/812956
Broiler chicken price over Tk200 irrational: Consumer rights chief,https://www.tbsnews.net/economy/bazaar/broiler-chicken-price-over-tk200-irrational-consumer-rights-chief-604082
Benefits of watermelon and how to spot a good one,https://www.tbsnews.net/agriculture/watermelon-guide-1094096
Supply crunch cuts paddy trade by 60% at Brahmanbaria market,https://www.tbsnews.net/economy/bazaar/supply-crunch-cuts-paddy-trade-60-brahmanbaria-market-513806
Govt to allow import of potatoes to bring down prices,https://www.tbsnews.net/economy/bazaar/govt-allow-import-potatoes-bring-down-prices-729494
Hilsa prices decreasing as supply increases in Khulna,https://www.tbsnews.net/economy/bazaar/hilsa-prices-decreasing-supply-increases-khulna-685638
Farmers' initiative to sell eggs at Tk12 apiece hits a snag amid management woes,https://www.tbsnews.net/economy/bazaar/farmers-initiative-sell-eggs-tk12-apiece-hits-snag-amid-management-woes-722206
"‘Janatar Bazar’ to launch in February, will offer daily essentials at fair prices",https://www.tbsnews.net/economy/bazaar/janatar-bazar-launch-february-will-offer-daily-essentials-fair-prices-1034586
Broiler chicken being sold at Tk245-260 per kg in Dhaka today,https://www.tbsnews.net/economy/bazaar/broiler-chicken-being-sold-tk245-260-kg-dhaka-today-604930
Tariff Commission wants 25% duty on rice bran oil exports to boost local supply,https://www.tbsnews.net/economy/bazaar/tariff-commission-wants-25-regulatory-duty-rice-bran-oil-export-ensure-adequate
Low local production keeps green chilli prices high despite import,https://www.tbsnews.net/economy/bazaar/low-local-production-keeps-green-chilli-prices-high-despite-import-480250
Super shops offer products at cheaper rates than kitchen markets: Ahsanul,https://www.tbsnews.net/bangladesh/fixed-price-shops-offer-products-cheaper-rates-kitchen-markets-808998
"Price of soybean oil up by Tk12, sugar by Tk13",https://www.tbsnews.net/economy/bazaar/soyabean-oil-cost-tk12-morelitre-sugar-price-fixed-tk108-533610
Price of imported onions rose by more than 70% in one month,https://www.tbsnews.net/economy/bazaar/price-imported-onions-rose-more-70-one-month-688526
"Wholesale prices of Ramadan essentials drop, with little effect on retail market",https://www.tbsnews.net/economy/bazaar/wholesale-prices-ramadan-essentials-drop-little-effect-retail-market-614590
Edible oil and sugar demand data inaccurate: Traders ,https://www.tbsnews.net/economy/bazaar/traders-demand-tariff-cut-sugar-import-stabilise-ramadan-pricing-583934
"If people don't buy in excess, there will be no price hike of essentials ahead of Ramadan: Tipu Munshi",https://www.tbsnews.net/economy/bazaar/if-people-dont-buy-excess-there-will-be-no-price-hike-essentials-ahead-ramadan-tipu
"Soybean rots in warehouses with no buyers, prices hitting 10-yr low",https://www.tbsnews.net/economy/bazaar/soybean-rots-warehouses-no-buyers-prices-hitting-10-yr-low-1102911
Egg prices rise again amid short supply after chicken deaths in heatwave,https://www.tbsnews.net/economy/bazaar/egg-prices-rise-again-amid-short-supply-after-chicken-deaths-heatwave-846511
